时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素,藻青蛋白
12/28/2013,12.80,6.83,221.00,24.70,6.82,1.42,0.12,1.48,3.46,2.70,1247.00
12/29/2013,12.80,6.80,201.00,29.30,6.98,1.42,0.10,1.23,2.98,2.70,1260.00
12/30/2013,12.90,6.82,201.00,29.00,6.98,1.74,0.10,1.16,2.94,2.70,1259.00
12/31/2013,12.70,6.81,201.00,26.60,7.15,1.81,0.09,1.06,2.74,2.70,1259.00
01/01/2014,12.90,6.84,199.00,29.00,7.49,1.67,0.09,0.93,2.62,2.60,1262.00
01/02/2014,13.00,6.82,205.00,27.70,7.11,1.87,0.09,1.06,2.81,2.70,1257.00
01/03/2014,13.40,6.88,201.00,52.70,7.25,1.73,0.08,0.99,2.72,2.70,1263.00
01/04/2014,13.30,6.84,194.00,23.50,7.49,1.64,0.07,0.89,2.62,2.70,1261.00
01/05/2014,13.10,6.82,198.00,25.20,7.54,1.70,0.05,0.76,2.48,2.70,1267.00
01/06/2014,13.20,6.78,215.00,26.30,7.38,1.66,0.06,0.71,2.95,2.70,1287.00
01/07/2014,13.70,6.85,222.00,25.90,7.60,1.72,0.08,0.34,4.06,2.70,1292.00
01/08/2014,13.50,6.77,215.00,33.50,7.46,1.78,0.08,0.35,3.73,2.70,1306.00
01/09/2014,13.40,6.82,256.00,24.80,6.64,1.26,0.11,1.24,4.45,2.70,1294.00
01/10/2014,13.40,6.94,285.00,53.40,8.12,1.34,0.17,1.44,4.96,2.80,1328.00
01/11/2014,13.90,7.02,282.00,32.20,9.38,1.17,0.13,1.45,4.95,2.70,1288.00
01/12/2014,14.10,7.01,295.00,104.50,8.91,1.59,0.18,1.63,5.26,2.70,1391.00
01/13/2014,13.80,7.04,296.00,46.00,9.87,1.33,0.13,1.62,5.43,2.70,1293.00
01/14/2014,13.40,6.91,297.00,24.10,8.97,1.44,0.09,1.64,5.55,2.70,1262.00
01/15/2014,13.10,6.97,273.00,23.90,8.66,1.72,0.07,1.43,5.03,2.70,1274.00
01/16/2014,13.20,6.93,274.00,21.50,7.34,1.71,0.07,1.44,4.77,2.70,1275.00
01/17/2014,13.40,6.82,303.00,25.50,6.58,1.80,0.09,1.67,5.27,2.70,1261.00
01/18/2014,13.30,6.90,305.00,38.20,6.32,1.70,0.11,1.73,5.40,2.70,1248.00
01/19/2014,13.30,6.95,273.00,15.80,6.68,1.60,0.10,1.39,5.20,2.70,1259.00
01/20/2014,13.00,6.93,257.00,23.70,6.80,1.70,0.09,1.15,4.00,2.70,1263.00
01/21/2014,12.80,7.04,274.00,25.20,7.38,1.65,0.07,1.50,4.14,2.70,1277.00
01/22/2014,12.50,7.06,372.00,20.80,6.93,1.62,0.07,2.31,6.32,2.70,1275.00
01/23/2014,12.20,7.00,435.00,21.20,6.44,1.51,0.08,2.52,5.42,2.70,1278.00
01/24/2014,13.10,7.04,448.00,15.60,6.75,1.69,0.08,2.58,6.96,2.70,1272.00
01/25/2014,13.20,7.06,412.00,14.70,6.72,1.73,0.08,2.53,6.47,2.70,1279.00
01/26/2014,13.50,7.07,372.00,14.30,6.90,1.61,0.08,2.45,4.83,2.70,1273.00
01/27/2014,13.60,7.08,304.00,15.10,7.25,1.20,0.06,1.98,2.22,2.70,1272.00
01/28/2014,13.50,7.04,255.00,15.20,7.37,0.94,0.05,1.47,2.43,2.70,1270.00
01/29/2014,13.70,6.90,216.00,16.70,7.66,0.84,0.06,1.01,2.21,2.70,1273.00
01/30/2014,14.10,6.84,230.00,18.00,7.82,0.98,0.06,1.11,2.42,2.70,1283.00
01/31/2014,14.70,6.89,264.00,18.60,7.48,1.26,0.09,1.43,3.08,2.70,1289.00
02/01/2014,15.70,6.92,265.00,18.30,7.79,1.23,0.12,1.31,3.90,2.70,1275.00
02/02/2014,16.20,6.86,265.00,16.90,8.27,1.18,0.11,1.17,4.15,2.70,1282.00
02/03/2014,15.90,6.81,261.00,16.40,7.59,0.84,0.10,1.20,4.26,2.70,1264.00
02/04/2014,15.90,6.84,252.00,16.40,7.86,1.00,0.09,1.04,4.19,2.70,1267.00
02/05/2014,15.50,6.73,236.00,16.30,7.36,0.67,0.09,0.91,4.06,2.70,1263.00
02/06/2014,16.40,6.73,237.00,17.50,7.63,0.69,0.10,0.87,3.95,2.70,1264.00
02/07/2014,16.90,6.72,237.00,18.30,7.71,1.75,0.10,0.86,3.87,2.70,1268.00
02/08/2014,16.00,6.62,222.00,17.70,6.88,1.47,0.11,0.75,3.68,2.70,1271.00
02/09/2014,15.50,6.52,224.00,24.30,6.60,1.28,0.17,0.89,3.80,2.70,1296.00
02/10/2014,14.30,6.59,203.00,33.10,6.86,1.36,0.20,0.60,2.71,2.70,1309.00
02/11/2014,13.90,6.61,192.00,26.90,6.69,1.17,0.23,0.51,1.84,2.70,1305.00
02/12/2014,13.60,6.54,171.00,25.00,6.82,1.61,0.21,0.44,1.58,2.70,1298.00
02/13/2014,13.00,6.54,169.00,20.00,6.95,2.05,0.18,0.27,1.82,2.70,1295.00
02/14/2014,12.70,6.56,179.00,19.20,6.87,1.88,0.19,0.24,2.16,2.70,1294.00
02/15/2014,13.20,6.61,238.00,18.20,6.38,2.08,0.23,0.34,2.53,2.70,1295.00
02/16/2014,12.90,6.65,250.00,20.10,5.91,2.27,0.24,0.41,3.20,2.70,1298.00
02/17/2014,13.90,6.49,207.00,21.00,5.89,2.10,0.20,0.37,2.52,2.80,1313.00
02/18/2014,13.80,6.43,188.00,20.90,5.97,2.25,0.18,0.30,2.97,2.60,1317.00
02/19/2014,13.20,6.38,175.00,23.20,6.29,2.12,0.17,0.08,2.05,2.70,1319.00
02/20/2014,13.00,6.38,188.00,25.80,6.20,1.94,0.18,0.90,4.16,2.70,1328.00
02/21/2014,14.20,6.30,188.00,21.60,5.99,1.94,0.16,1.32,5.45,2.60,1335.00
02/22/2014,14.50,6.34,180.00,21.80,6.13,1.84,0.15,1.18,4.66,2.70,1339.00
02/23/2014,15.40,6.32,188.00,20.60,6.20,1.87,0.11,1.12,4.48,2.70,1333.00
02/24/2014,15.40,6.39,201.00,20.90,6.05,1.90,0.10,1.21,4.88,2.70,1327.00
02/25/2014,15.30,6.37,204.00,37.40,6.29,1.92,0.09,1.20,4.14,2.70,1355.00
02/26/2014,15.80,6.37,195.00,25.30,6.85,1.91,0.07,1.06,4.19,2.70,1335.00
02/27/2014,15.80,6.30,198.00,21.50,6.14,1.90,0.07,0.99,4.18,2.70,1343.00
02/28/2014,16.20,6.28,216.00,20.10,6.07,1.91,0.07,1.12,4.46,2.70,1344.00
03/01/2014,16.60,6.44,220.00,20.40,6.54,1.97,0.06,1.18,4.69,2.70,1351.00
03/02/2014,16.40,6.94,224.00,17.60,6.82,2.17,0.08,1.39,5.21,2.70,1338.00
03/03/2014,16.30,6.93,229.00,19.20,6.21,1.99,0.09,1.51,6.04,2.60,1331.00
03/04/2014,16.20,6.91,233.00,19.60,6.00,1.91,0.09,1.38,5.67,2.70,1325.00
03/05/2014,16.10,6.90,252.00,20.20,6.00,2.04,0.09,1.66,6.16,2.70,1310.00
03/06/2014,15.80,6.84,257.00,20.20,5.47,1.98,0.10,1.68,5.00,2.70,1307.00
03/07/2014,15.40,6.85,285.00,21.00,5.39,1.98,0.12,1.90,4.99,2.70,1310.00
03/08/2014,15.30,6.83,314.00,20.40,4.70,2.15,0.14,2.26,8.58,2.70,1314.00
03/09/2014,15.00,6.85,275.00,22.70,5.27,2.07,0.15,1.85,7.80,2.70,1326.00
03/10/2014,15.10,6.92,266.00,20.70,5.39,2.11,0.20,1.99,9.11,2.70,1313.00
03/11/2014,14.90,6.94,282.00,21.80,5.30,2.13,0.21,2.32,8.96,2.70,1310.00
03/12/2014,14.90,6.89,284.00,23.50,5.42,2.30,0.18,2.41,9.10,2.70,1314.00
03/13/2014,15.20,6.91,263.00,24.50,5.62,2.21,0.21,2.13,7.98,2.70,1312.00
03/14/2014,14.90,6.95,244.00,28.80,5.93,2.47,0.23,1.92,7.71,2.70,1317.00
03/15/2014,14.80,6.93,265.00,27.90,5.83,2.46,0.25,2.05,7.94,2.70,1319.00
03/16/2014,14.70,6.93,266.00,26.90,5.69,2.38,0.27,2.06,8.39,2.70,1320.00
03/17/2014,15.60,6.87,252.00,27.90,5.73,2.23,0.24,2.02,8.68,2.70,1315.00
03/18/2014,15.80,6.83,248.00,27.50,5.42,2.23,0.23,1.74,7.69,2.70,1321.00
03/19/2014,17.10,6.74,236.00,30.10,5.20,2.45,0.25,1.86,7.41,2.70,1320.00
03/20/2014,16.90,6.62,211.00,29.70,4.99,2.36,0.24,1.79,6.89,2.70,1325.00
03/21/2014,16.20,6.65,195.00,31.00,5.31,2.13,0.19,1.49,6.01,2.70,1342.00
03/22/2014,16.70,6.76,224.00,31.90,5.10,2.19,0.19,1.42,6.64,2.70,1337.00
03/23/2014,17.20,6.79,221.00,27.00,5.23,2.04,0.17,1.19,3.59,2.70,1341.00
03/24/2014,18.10,6.84,217.00,34.50,5.50,2.40,0.13,0.90,5.15,2.70,1336.00
03/25/2014,18.20,6.81,212.00,29.00,5.93,2.55,0.10,1.16,5.09,2.70,1331.00
03/26/2014,18.20,6.70,216.00,26.20,5.43,2.55,0.08,1.19,4.99,2.70,1336.00
03/27/2014,18.60,6.61,227.00,29.50,5.12,2.50,0.08,1.22,4.87,2.60,1350.00
03/28/2014,19.10,6.73,209.00,30.00,5.88,2.69,0.10,1.02,4.62,2.70,1334.00
03/29/2014,,,,,,,,,,,
03/30/2014,19.90,6.77,197.00,21.60,6.36,3.38,0.15,0.96,5.23,2.50,1224.00
03/31/2014,19.00,6.65,190.00,21.00,5.92,2.59,0.12,0.87,3.94,2.50,1229.00
04/01/2014,19.00,6.60,189.00,21.50,6.11,2.55,0.11,0.82,3.94,2.50,1219.00
04/02/2014,18.90,6.59,183.00,20.90,5.99,2.54,0.10,0.55,3.40,2.50,1229.00
04/03/2014,19.30,6.65,179.00,21.80,6.16,2.21,0.10,0.46,3.25,2.60,1238.00
04/04/2014,19.30,6.81,184.00,24.60,6.10,2.44,0.10,0.48,3.17,2.60,1236.00
04/05/2014,19.80,6.86,223.00,19.70,5.86,2.37,0.09,0.77,4.74,2.60,1242.00
04/06/2014,19.70,6.81,276.00,18.70,5.32,2.60,0.08,1.31,6.41,2.60,1240.00
04/07/2014,20.10,6.81,310.00,18.80,5.27,2.81,0.08,1.75,7.75,2.60,1238.00
04/08/2014,20.40,6.81,320.00,19.90,4.62,2.78,0.09,1.86,8.25,2.60,1246.00
04/09/2014,21.30,6.79,293.00,21.10,4.62,2.76,0.09,1.59,7.25,2.60,1249.00
04/10/2014,21.90,6.92,263.00,22.30,5.39,2.96,0.10,1.22,5.70,2.60,1246.00
04/11/2014,21.60,6.89,255.00,23.20,5.61,3.18,0.09,1.30,5.45,2.60,1269.00
04/12/2014,22.20,6.96,242.00,29.60,6.69,3.22,0.08,1.22,5.31,2.60,1275.00
04/13/2014,22.40,6.86,239.00,24.70,5.99,3.15,0.08,1.02,4.99,2.60,1296.00
04/14/2014,21.90,6.79,246.00,24.60,5.06,2.94,0.07,0.90,5.31,2.60,1295.00
04/15/2014,22.70,6.72,256.00,25.90,4.77,2.70,0.07,1.19,5.78,2.70,1295.00
04/16/2014,22.70,6.72,240.00,25.20,5.61,2.66,0.06,1.15,4.21,2.70,1298.00
04/17/2014,23.60,6.82,216.00,35.20,7.19,3.01,0.05,0.73,1.08,2.70,1295.00
04/18/2014,23.40,6.73,202.00,30.00,6.39,3.06,0.06,0.64,3.22,2.70,1319.00
04/19/2014,23.50,6.71,201.00,30.90,6.82,3.26,0.07,0.61,4.18,2.70,1325.00
04/20/2014,23.80,6.66,208.00,64.00,6.79,2.82,0.07,0.54,4.15,2.70,1348.00
04/21/2014,23.60,6.63,208.00,29.20,6.43,3.08,0.07,0.52,4.20,2.70,1353.00
04/22/2014,23.10,6.51,221.00,26.50,5.19,2.51,0.06,0.69,4.83,2.70,1362.00
04/23/2014,22.60,6.46,227.00,26.90,4.36,2.53,0.06,0.80,5.13,2.70,1347.00
04/24/2014,22.80,6.48,225.00,30.30,4.42,2.40,0.08,0.78,5.04,2.70,1350.00
04/25/2014,22.60,6.50,213.00,31.10,4.27,2.31,0.08,0.91,4.31,2.70,1332.00
04/26/2014,22.10,6.49,205.00,30.10,4.29,2.31,0.08,0.74,4.05,2.70,1321.00
04/27/2014,21.90,6.53,204.00,30.30,3.95,2.21,0.09,0.68,3.83,2.70,1321.00
04/28/2014,22.20,6.60,237.00,30.80,3.81,2.36,0.09,0.96,4.67,2.70,1323.00
04/29/2014,22.10,6.60,247.00,32.20,3.43,2.40,0.11,1.22,5.63,2.70,1313.00
04/30/2014,21.10,6.54,213.00,34.00,3.97,2.63,0.13,1.02,4.96,2.70,1311.00
05/01/2014,20.90,6.47,202.00,33.50,4.41,2.47,0.11,0.80,4.62,2.80,1296.00
05/02/2014,20.90,6.45,163.00,34.90,5.02,2.36,0.11,0.66,3.52,2.70,1248.00
05/03/2014,21.80,6.36,141.00,36.70,5.70,2.36,0.10,0.52,2.65,2.70,1220.00
05/04/2014,21.40,6.40,140.00,34.00,5.54,2.17,0.09,0.43,2.70,2.70,1223.00
05/05/2014,21.20,6.44,212.00,40.10,5.36,2.66,0.11,1.06,2.17,2.70,1235.00
05/06/2014,21.60,6.62,258.00,41.30,4.35,2.86,0.16,1.79,5.05,2.70,1232.00
05/07/2014,21.20,6.77,194.00,40.20,4.21,2.84,0.16,1.08,5.93,2.70,1226.00
05/08/2014,21.40,6.90,191.00,36.70,4.11,2.90,0.15,0.89,5.18,2.80,1230.00
05/09/2014,21.10,6.91,223.00,38.00,3.95,2.79,0.15,1.50,6.12,2.70,1243.00
05/10/2014,21.20,6.90,196.00,40.00,3.91,2.69,0.18,0.88,5.07,2.70,1249.00
05/11/2014,21.30,6.84,198.00,37.90,4.15,2.44,0.16,1.08,5.05,2.70,1220.00
05/12/2014,21.70,6.81,232.00,37.00,4.01,2.57,0.14,1.18,5.54,2.70,1227.00
05/13/2014,22.10,6.75,198.00,39.10,3.96,2.68,0.15,0.80,4.23,2.80,1243.00
05/14/2014,22.40,6.71,169.00,40.40,4.32,2.53,0.16,0.48,3.36,2.50,1249.00
05/15/2014,22.60,6.74,174.00,86.40,5.31,2.88,0.21,0.51,3.64,2.80,1288.00
05/16/2014,22.50,6.73,167.00,364.90,6.54,3.25,0.27,0.75,4.87,2.80,1592.00
05/17/2014,22.30,7.01,188.00,620.90,8.01,2.82,0.23,1.04,5.57,2.70,1662.00
05/18/2014,22.20,6.96,154.00,459.80,8.09,3.19,0.28,0.52,3.63,2.70,1577.00
05/19/2014,22.40,6.73,156.00,285.10,8.38,4.55,0.38,0.57,3.67,2.70,1424.00
05/20/2014,23.20,6.76,137.00,268.80,8.37,2.93,0.34,0.31,2.64,2.70,1386.00
05/21/2014,23.10,6.78,139.00,156.20,7.71,2.69,0.27,0.40,2.97,2.80,1335.00
05/22/2014,22.30,7.23,139.00,774.00,9.56,6.51,0.39,0.82,5.79,2.80,2224.00
05/23/2014,21.40,7.01,93.00,343.50,10.42,3.66,0.23,0.26,2.88,2.70,1513.00
05/24/2014,21.80,6.95,100.00,204.90,10.10,2.99,0.27,0.28,2.42,2.60,1371.00
05/25/2014,22.30,6.90,109.00,131.60,9.71,2.34,0.22,0.26,2.11,2.80,1301.00
05/26/2014,22.60,6.83,108.00,104.30,8.80,2.01,0.17,0.16,1.81,2.70,1277.00
05/27/2014,23.20,6.86,136.00,101.80,8.64,1.98,0.16,0.36,2.00,2.70,1264.00
05/28/2014,23.50,6.88,137.00,94.60,8.17,2.07,0.17,0.32,1.86,2.70,1266.00
05/29/2014,23.30,6.75,122.00,108.00,7.62,2.24,0.18,0.34,2.04,2.80,1282.00
05/30/2014,23.50,6.67,122.00,132.80,8.20,2.43,0.18,0.25,1.84,2.70,1281.00
05/31/2014,23.90,6.74,141.00,137.40,8.14,2.68,0.20,0.37,2.08,2.80,1283.00
06/01/2014,24.40,6.85,134.00,137.80,7.67,2.68,0.22,0.38,1.91,2.70,1297.00
06/02/2014,24.60,6.91,121.00,76.20,7.20,2.25,0.15,0.24,1.51,2.80,1267.00
06/03/2014,25.00,6.91,129.00,64.80,6.68,2.03,0.14,0.18,1.63,2.80,1260.00
06/04/2014,25.00,6.80,139.00,68.00,6.12,1.97,0.14,0.25,1.93,2.80,1255.00
06/05/2014,25.50,6.80,151.00,88.10,5.88,2.04,0.17,0.28,2.16,2.80,1264.00
06/06/2014,25.00,6.79,144.00,92.20,6.84,1.96,0.17,0.21,1.94,2.80,1264.00
06/07/2014,24.70,6.88,136.00,138.40,7.60,5.23,0.25,0.29,2.75,2.80,1298.00
06/08/2014,24.80,6.83,144.00,112.70,6.80,3.05,0.22,0.35,2.40,2.80,1272.00
06/09/2014,18.60,5.13,101.00,61.90,4.67,2.18,0.14,0.19,1.59,2.20,951.00
06/10/2014,25.20,6.69,136.00,73.60,5.68,2.86,0.16,0.30,2.09,2.80,1253.00
06/11/2014,25.60,6.71,156.00,69.40,5.72,2.87,0.16,0.31,2.32,2.90,1254.00
06/12/2014,25.60,6.68,138.00,64.80,5.92,3.01,0.14,0.09,1.86,2.90,1247.00
06/13/2014,25.60,6.66,135.00,62.40,6.05,3.16,0.13,0.06,1.81,2.80,1252.00
06/14/2014,25.80,6.64,151.00,61.90,5.75,3.21,0.13,0.14,2.07,2.90,1248.00
06/15/2014,25.70,6.67,160.00,58.30,5.62,3.35,0.11,0.26,2.69,2.80,1250.00
06/16/2014,25.10,6.94,149.00,106.30,6.46,3.24,0.16,0.25,2.65,2.90,1264.00
06/17/2014,24.40,6.91,135.00,146.40,7.76,4.05,0.23,0.40,2.64,2.80,1273.00
06/18/2014,25.10,6.96,178.00,89.70,6.35,3.57,0.18,0.51,3.19,2.90,1245.00
06/19/2014,25.60,6.89,158.00,88.70,5.78,3.82,0.19,0.46,2.82,2.90,1247.00
06/20/2014,25.70,6.79,126.00,78.80,6.05,4.05,0.18,0.22,2.02,2.90,1245.00
06/21/2014,26.10,6.76,140.00,72.80,5.88,3.90,0.15,0.25,2.15,3.00,1247.00
06/22/2014,26.00,6.71,146.00,68.90,5.63,4.01,0.14,0.23,2.09,2.90,1244.00
06/23/2014,25.80,6.72,155.00,74.20,5.61,4.32,0.15,0.20,2.27,3.00,1252.00
06/24/2014,25.70,6.86,156.00,94.20,7.23,4.42,0.19,0.31,2.39,3.00,1268.00
06/25/2014,25.20,6.94,119.00,127.10,8.36,5.30,0.23,0.20,1.86,2.90,1300.00
06/26/2014,25.20,6.84,122.00,136.40,7.44,5.41,0.23,0.28,2.05,2.90,1299.00
06/27/2014,25.60,6.92,110.00,152.10,6.84,5.65,0.23,0.14,1.69,2.90,1316.00
06/28/2014,25.90,6.89,113.00,137.80,6.23,5.46,0.21,0.24,2.01,3.00,1315.00
06/29/2014,26.10,6.87,121.00,110.90,6.12,2.29,0.19,0.20,2.30,3.00,1290.00
06/30/2014,26.50,6.85,120.00,93.40,6.11,2.45,0.16,0.19,1.91,3.00,1285.00
07/01/2014,26.70,6.81,135.00,90.00,5.74,2.83,0.16,0.26,2.15,2.90,1278.00
07/02/2014,26.90,6.77,137.00,89.00,5.63,2.47,0.16,0.22,1.83,3.00,1283.00
07/03/2014,27.20,6.72,140.00,76.50,5.22,2.21,0.15,0.28,1.75,3.00,1278.00
07/04/2014,27.70,6.72,141.00,68.00,5.44,1.81,0.12,0.21,1.59,3.00,1277.00
07/05/2014,27.80,6.74,142.00,62.80,5.57,1.94,0.09,0.22,1.70,3.10,1279.00
07/06/2014,27.70,6.73,146.00,61.20,5.44,2.10,,0.16,1.58,3.00,1283.00
07/07/2014,27.90,6.68,156.00,66.10,5.15,2.15,0.04,0.31,1.94,3.10,1293.00
07/08/2014,28.40,6.75,153.00,67.70,5.37,2.01,0.09,0.22,1.54,3.10,1294.00
07/09/2014,28.80,6.70,192.00,60.00,4.78,2.13,0.08,0.44,2.36,3.10,1293.00
07/10/2014,29.00,6.72,206.00,57.50,4.93,2.07,0.08,0.40,2.53,3.10,1301.00
07/11/2014,29.10,6.71,185.00,60.80,5.02,2.16,0.07,0.24,2.09,3.10,1311.00
07/12/2014,28.70,6.76,177.00,62.70,4.98,2.14,0.08,0.24,1.98,3.00,1331.00
07/13/2014,28.80,6.71,183.00,64.90,4.67,2.15,0.08,0.32,2.22,3.00,1320.00
07/14/2014,29.00,6.75,195.00,69.60,4.39,2.26,0.09,0.43,2.67,3.10,1330.00
07/15/2014,29.30,6.69,188.00,72.10,5.20,2.28,0.06,0.33,2.39,3.10,1317.00
07/16/2014,29.10,6.75,186.00,73.50,5.10,2.17,0.06,0.27,2.45,3.10,1315.00
07/17/2014,29.10,6.95,196.00,63.60,5.37,2.22,0.06,0.26,2.62,3.00,1313.00
07/18/2014,29.30,7.03,203.00,63.10,5.04,2.20,0.07,0.40,2.67,3.10,1313.00
07/19/2014,28.90,6.94,187.00,73.00,5.36,2.34,0.06,0.32,2.29,3.10,1323.00
07/20/2014,28.90,6.91,172.00,69.00,5.21,2.29,0.06,0.26,2.01,3.00,1331.00
07/21/2014,28.90,6.91,163.00,68.20,5.56,2.37,0.06,0.24,1.66,3.00,1347.00
07/22/2014,29.00,7.00,164.00,66.50,5.62,2.46,0.07,0.16,1.65,3.00,1340.00
07/23/2014,28.40,7.09,162.00,72.30,5.81,2.53,0.07,0.09,1.43,3.00,1327.00
07/24/2014,27.10,7.09,135.00,130.20,6.29,3.22,0.10,0.07,1.60,3.00,1384.00
07/25/2014,26.80,7.15,130.00,101.90,6.19,2.98,0.11,0.16,1.72,3.00,1367.00
07/26/2014,27.30,7.06,143.00,88.40,5.50,2.32,0.11,0.25,1.78,3.10,1349.00
07/27/2014,28.20,7.01,220.00,78.80,4.60,2.51,0.08,0.97,3.57,3.20,1331.00
07/28/2014,28.60,7.04,246.00,80.40,4.10,2.54,0.09,1.06,4.04,3.30,1331.00
07/29/2014,28.60,7.01,209.00,84.60,3.87,2.48,0.09,0.51,2.80,3.40,1331.00
07/30/2014,28.80,6.97,191.00,77.70,3.76,2.46,0.09,0.51,3.01,3.40,1331.00
07/31/2014,29.20,6.96,158.00,69.10,4.76,2.09,0.09,0.21,2.56,3.40,1341.00
08/01/2014,28.90,6.89,151.00,68.30,4.65,1.96,0.12,0.32,2.56,3.40,1342.00
08/02/2014,29.00,6.85,174.00,80.20,4.56,1.96,0.13,0.29,2.82,3.40,1341.00
08/03/2014,29.00,6.85,165.00,120.10,5.05,1.89,0.13,0.25,2.50,3.30,1328.00
08/04/2014,29.10,6.84,165.00,272.80,5.26,1.88,0.11,0.26,2.44,3.40,1324.00
08/05/2014,29.30,6.97,168.00,536.40,5.39,2.24,0.12,0.24,2.50,3.40,1335.00
08/06/2014,29.40,6.98,167.00,40.20,5.24,2.17,0.12,0.27,2.55,3.10,1274.00
08/07/2014,29.20,6.97,166.00,25.10,5.28,2.15,0.11,0.27,2.76,3.10,1225.00
08/08/2014,29.60,6.98,165.00,20.40,5.41,1.99,0.11,0.21,2.31,3.10,1232.00
08/09/2014,29.40,6.94,181.00,19.90,4.60,2.26,0.11,0.28,2.53,3.10,1227.00
08/10/2014,29.10,6.92,192.00,27.00,4.04,2.35,0.14,0.50,3.52,3.10,1244.00
08/11/2014,29.20,6.95,188.00,20.90,3.70,2.48,0.15,0.46,3.31,3.10,1250.00
08/12/2014,28.70,6.96,180.00,21.00,3.93,2.94,0.18,0.55,3.45,3.20,1285.00
08/13/2014,28.50,7.00,204.00,46.40,3.49,2.81,0.20,0.73,4.10,3.30,1264.00
08/14/2014,28.30,7.01,201.00,89.20,3.26,2.67,0.20,0.66,4.56,3.40,1254.00
08/15/2014,28.20,7.00,179.00,91.10,3.50,2.87,0.18,0.54,3.70,3.40,1261.00
08/16/2014,28.50,6.95,189.00,90.10,3.42,2.91,0.16,0.76,4.42,3.50,1252.00
08/17/2014,28.50,6.94,154.00,90.60,3.57,3.24,0.19,0.22,3.16,3.50,1269.00
08/18/2014,27.70,6.85,143.00,93.30,4.93,3.50,0.25,0.28,3.33,3.50,1353.00
08/19/2014,26.90,6.93,126.00,104.50,5.01,2.53,0.25,0.28,3.54,3.50,1521.00
08/20/2014,25.40,6.85,78.00,156.00,7.78,,,0.17,3.20,3.60,2014.00
08/21/2014,25.30,6.61,80.00,156.70,6.79,1.52,0.24,0.21,3.16,3.60,2004.00
08/22/2014,26.10,6.68,120.00,113.80,5.18,1.46,0.12,0.45,3.55,3.40,1564.00
08/23/2014,26.40,6.57,118.00,96.80,4.77,1.46,0.16,0.40,2.91,3.40,1422.00
08/24/2014,27.40,6.78,135.00,61.30,4.67,2.44,0.19,0.40,3.42,3.20,1355.00
08/25/2014,27.60,6.90,131.00,28.10,4.76,4.44,0.19,0.27,2.98,3.00,1382.00
08/26/2014,28.10,7.00,144.00,147.90,4.49,2.67,0.16,0.24,2.27,3.10,1368.00
08/27/2014,28.40,6.77,151.00,143.80,4.46,2.09,0.11,0.15,2.00,3.10,1307.00
08/28/2014,28.40,6.62,147.00,142.70,4.70,1.38,0.10,0.13,1.92,3.10,1304.00
08/29/2014,28.60,6.61,153.00,142.60,4.37,1.24,0.10,0.16,1.71,3.10,1298.00
08/30/2014,28.30,6.63,156.00,142.90,4.11,0.87,0.10,0.18,1.92,3.10,1281.00
08/31/2014,28.40,6.53,168.00,114.70,4.14,1.05,0.08,0.16,1.91,3.10,1275.00
09/01/2014,28.50,6.58,169.00,33.70,4.06,1.20,0.09,0.17,1.93,3.20,1266.00
09/02/2014,28.60,6.51,187.00,33.30,3.44,1.15,0.08,0.30,2.19,3.30,1265.00
09/03/2014,28.50,6.52,187.00,34.40,2.82,1.17,0.09,0.34,2.18,3.30,1270.00
09/04/2014,28.20,6.50,180.00,35.40,3.58,1.15,0.09,0.31,2.08,3.30,1265.00
09/05/2014,28.20,6.59,187.00,35.70,3.78,1.40,0.10,0.29,1.94,3.30,1268.00
09/06/2014,28.40,6.70,191.00,35.60,3.62,1.69,0.10,0.49,1.98,3.40,1274.00
09/07/2014,28.90,6.62,180.00,35.20,3.75,1.67,0.09,0.26,1.74,3.40,1268.00
09/08/2014,28.90,6.73,179.00,35.00,3.69,1.63,0.09,0.32,1.83,3.60,1276.00
09/09/2014,28.90,6.76,208.00,33.70,3.10,1.51,0.08,0.56,2.39,3.70,1256.00
09/10/2014,29.30,6.79,209.00,33.80,2.97,1.43,0.08,0.45,2.18,3.70,1263.00
09/11/2014,29.20,6.67,218.00,33.50,2.53,1.39,0.07,0.19,2.38,3.80,1262.00
09/12/2014,29.50,6.76,206.00,34.10,3.18,1.45,0.07,0.33,2.14,3.80,1262.00
09/13/2014,29.50,6.79,207.00,33.50,4.47,1.42,0.07,0.21,2.16,3.80,1262.00
09/14/2014,29.60,6.68,211.00,33.70,4.28,1.43,0.07,0.19,2.08,3.80,1311.00
09/15/2014,29.30,6.63,196.00,33.60,4.08,1.41,0.07,0.18,2.04,3.90,1324.00
09/16/2014,29.00,6.61,195.00,34.00,3.53,1.36,0.08,0.20,2.02,4.00,1327.00
09/17/2014,29.20,6.57,211.00,33.60,3.70,1.48,0.08,0.38,2.41,4.00,1327.00
09/18/2014,29.50,6.64,231.00,33.40,3.74,1.74,0.08,0.60,2.72,4.10,1349.00
09/19/2014,29.40,6.62,238.00,34.00,3.39,1.68,0.09,0.67,2.68,4.10,1361.00
09/20/2014,28.90,6.59,236.00,33.20,3.07,1.64,0.10,0.52,2.55,4.10,1362.00
09/21/2014,28.20,6.50,236.00,32.90,2.60,1.56,0.10,0.40,2.63,4.00,1353.00
